Livre	NOUN	livre
maigreur	NOUN	maigreur
dans	ADP	dans
sa	PRON	son
jeunesse	NOUN	jeunesse
était	VERB	être
devenu	VERB	devenir
,	PUNCT	,
dans	ADP	dans
sa	PRON	son
maturité	NOUN	maturité
,	PUNCT	,
de	ADP	de
la	DET	le
transparence	NOUN	transparence
;	PUNCT	;
et	CONJ	et
cette	PRON	ce
diaphanéité	NOUN	diaphanéité
laissait	VERB	laisser
voir	VERB	voir
l'	DET	le
ange	NOUN	ange
.	PUNCT	.
<EOS>	<EOS>	<EOS>
C'	PRON	ce
était	VERB	être
une	DET	un
âme	NOUN	âme
plus	ADV	plus
encore	ADV	encore
que	CONJ	que
ce	PRON	ce
n'	ADV	ne
était	VERB	être
une	DET	un
vierge	NOUN	vierge
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Sa	PRON	son
personne	NOUN	personne
semblait	VERB	sembler
faite	VERB	faire
d'	ADP	de
ombre	NOUN	ombre
;	PUNCT	;
à	ADP	à
peine	NOUN	peine
assez	ADV	assez
de	ADP	de
corps	NOUN	corps
pour	CONJ	pour
qu'	PRON	que
il	PRON	il
y	PRON	y
eût	VERB	avoir
là	ADV	là
un	DET	un
sexe	NOUN	sexe
;	PUNCT	;
un	DET	un
peu	ADV	peu
de	ADP	de
matière	NOUN	matière
contenant	VERB	contenir
une	DET	un
lueur	NOUN	lueur
;	PUNCT	;
de	ADP	de
grands	ADJ	grand
yeux	NOUN	œil
toujours	ADV	toujours
baissés	VERB	baisser
;	PUNCT	;
un	DET	un
prétexte	NOUN	prétexte
pour	CONJ	pour
qu'	CONJ	que
une	DET	un
âme	NOUN	âme
reste	VERB	rester
sur	ADP	sur
la	DET	le
terre	NOUN	terre
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Madame	NOUN	madame
Magloire	NOUN	magloire
était	VERB	être
une	DET	un
petite	ADJ	petit
vieille	ADJ	vieux
,	PUNCT	,
blanche	ADJ	blanc
,	PUNCT	,
grasse	ADJ	gras
,	PUNCT	,
replète	ADJ	replet
,	PUNCT	,
affairée	VERB	affairer
,	PUNCT	,
toujours	ADV	toujours
haletante	ADJ	haletant
,	PUNCT	,
à	ADP	à
cause	NOUN	cause
de	ADP	de
son	PRON	son
activité	NOUN	activité
d'	ADP	de
abord	NOUN	abord
,	PUNCT	,
ensuite	ADV	ensuite
à	ADP	à
cause	NOUN	cause
d'	ADP	de
un	DET	un
asthme	NOUN	asthme
.	PUNCT	.
<EOS>	<EOS>	<EOS>
À	ADP	à
son	PRON	son
arrivée	NOUN	arrivé|arrivée
,	PUNCT	,
on	PRON	on
installa	VERB	installer
M	VERB	m
.	PUNCT	.
Myriel	NOUN	myriel
en	ADP	en
son	PRON	son
palais	NOUN	palais
épiscopal	ADJ	épiscopal
avec	ADP	avec
les	DET	le
honneurs	NOUN	honneur
voulus	VERB	vouloir
par	ADP	par
les	DET	le
décrets	NOUN	décret
impériaux	ADJ	impérial
qui	PRON	qui
classent	VERB	classer
l'	DET	le
évêque	NOUN	évêque
immédiatement	ADV	immédiatement
après	ADP	après
le	DET	le
maréchal	NOUN	maréchal
de	ADP	de
camp	NOUN	camp
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Le	DET	le
maire	NOUN	maire
et	CONJ	et
le	DET	le
président	NOUN	président
lui	PRON	lui
firent	VERB	faire
la	DET	le
première	NUM	premier
visite	NOUN	visite
,	PUNCT	,
et	CONJ	et
lui	PRON	lui
de	ADP	de
son	PRON	son
côté	NOUN	côté
fit	VERB	faire
la	DET	le
première	NUM	premier
visite	NOUN	visite
au	ADP	au
général	NOUN	général
et	CONJ	et
au	ADP	au
préfet	NOUN	préfet
.	PUNCT	.
<EOS>	<EOS>	<EOS>
L'	DET	le
installation	NOUN	installation
terminée	VERB	terminer
,	PUNCT	,
la	DET	le
ville	NOUN	ville
attendit	VERB	attendre
son	PRON	son
évêque	NOUN	évêque
à	ADP	à
l'	DET	le
